locus_id,accession,gene_gi,scaffold_id,start,stop,strand,gene_id,gene_name,gene_desc,cog,cog_fun,cog_desc,tigr_fam,tigr_roles,go,ec,ec_desc
532642,NP_987570.1,45358013.0,550,445063,444206,-,MMP0450,MMP0450,ferredoxin (NCBI),COG1149,C,MinD superfamily P-loop ATPase containing an inserted ferredoxin domain,,,"GO:0006118,GO:0009236,GO:0051536,GO:0009055,GO:0042242",,
532643,NP_987571.1,45358014.0,550,445432,445073,-,MMP0451,MMP0451,conserved hypothetical protein (NCBI),COG1433,S,Uncharacterized conserved protein,,,,,
532644,NP_987572.1,45358015.0,550,445883,445611,-,MMP0452,MMP0452,hypothetical protein (NCBI),,,,,,,,
532645,NP_987573.1,45358016.0,550,446911,445925,-,MMP0453,MMP0453,"Neutral zinc metallopeptidases, zinc-binding region:CBS domain (NCBI)",COG1994,R,Zn-dependent proteases,,,"GO:0006508,GO:0004222,GO:0008270",3.4.24.-,
532646,NP_987574.1,45358017.0,550,447587,447066,-,MMP0454,MMP0454,conserved hypothetical archaeal protein (NCBI),,,,,,,,
532647,NP_987575.1,45358018.0,550,448449,447703,-,MMP0455,MMP0455,Probable amino-acid ABC transporter (NCBI),COG834,ET,"ABC-type amino acid transport/signal transduction systems, periplasmic component/domain",,,"GO:0006810,GO:0030288,GO:0016020,GO:0004970,GO:0005234",,
532648,NP_987576.1,45358019.0,550,449101,448553,-,MMP0456,xerD-like,Phage integrase (NCBI),,,,,,"GO:0015074,GO:0006310,GO:0003677",,
532649,NP_987577.1,45358020.0,550,450214,451830,+,MMP0457,MMP0457,Probable ATP dependent RNA helicase (NCBI),COG513,LKJ,Superfamily II DNA and RNA helicases,,,"GO:0003676,GO:0003677,GO:0005524,GO:0008026",,
532650,NP_987578.1,45358021.0,550,452313,453959,+,MMP0458,MMP0458,possible A. fulgidus predicted coding region AF1474 (NCBI),,,,,,,,
5451364,,,550,454031,454115,+,RNA13,tRNA-Ser1,tRNA-Ser (RefSeq),,,,,,,,
532652,NP_987579.1,45358022.0,550,454461,454838,+,MMP0459,MMP0459,putative (NC_001811) unknown [Methanococcus maripaludis] gb|AAC45262.1| (U47023) unknown [Methanococcus maripaludis] (NCBI),,,,,,,,
532653,NP_987580.1,45358023.0,550,456701,458044,+,MMP0460,MMP0460,Conserved Hypothetical Protein (NCBI),COG2865,K,Predicted transcriptional regulator containing an HTH domain and an uncharacterized domain shared with the mammalian protein Schlafen,,,"GO:0006355,GO:0005622,GO:0003700",3.6.1.-,
532654,NP_987581.1,45358024.0,550,458512,458318,-,MMP0461,MMP0461,hypothetical (NCBI),,,,,,,,
532655,NP_987582.1,45358025.0,550,459142,458525,-,MMP0462,MMP0462,possible predicted protein (NCBI),,,,,,GO:0003824,,
532656,NP_987583.1,45358026.0,550,462397,459308,-,MMP0463,MMP0463,,,,,,,,,
532657,NP_987584.1,45358027.0,550,463246,462521,-,MMP0464,MMP0464,hypothetical protein (NCBI),,,,,,GO:0045449,,
532658,NP_987585.1,45358028.0,550,463974,463612,-,MMP0465,MMP0465,conserved hypothetical archaeal protein (NCBI),,,,,,,,
532659,NP_987586.1,45358029.0,550,464129,464380,+,MMP0466,MMP0466,hypothetical (NCBI),,,,,,,,
532660,NP_987587.1,45358030.0,550,464479,464997,+,MMP0467,MMP0467,hypothetical protein (NCBI),,,,,,,,
532661,NP_987588.1,45358031.0,550,465000,465224,+,MMP0468,MMP0468,hypothetical protein (NCBI),,,,,,,,
532662,NP_987589.1,45358032.0,550,465417,465800,+,MMP0469,MMP0469,hypothetical protein (NCBI),,,,,,,,
532663,NP_987590.1,45358033.0,550,465802,467826,+,MMP0470,MMP0470,MCM family related protein (NCBI),COG1241,L,"Predicted ATPase involved in replication control, Cdc46/Mcm family",,,"GO:0006270,GO:0005524,GO:0008094,GO:0003677",3.6.1.-,
532664,NP_987591.1,45358034.0,550,467830,468102,+,MMP0471,MMP0471,conserved hypothetical protein (NCBI),,,,,,GO:0045449,,
532665,NP_987592.1,45358035.0,550,468086,469072,+,MMP0472,MMP0472,Probable integrase/recombinase (NCBI),COG4974,L,Site-specific recombinase XerD,,,"GO:0006310,GO:0015074,GO:0003677",,
532666,NP_987593.1,45358036.0,550,469177,470175,+,MMP0473,MMP0473,hypothetical protein (NCBI),,,,,,,,
532667,NP_987594.1,45358037.0,550,470202,471008,+,MMP0474,MMP0474,hypothetical protein (NCBI),,,,,,,,
532668,NP_987595.1,45358038.0,550,472984,471143,-,MMP0475,MMP0475,hypothetical protein (NCBI),,,,,,"GO:0042981,GO:0005515",,
532669,NP_987596.1,45358039.0,550,474019,473717,-,MMP0476,MMP0476,conserved hypothetical protein (NCBI),,,,"TIGR02385 addiction module toxin, RelE/StbE family",Mobile and extrachromosomal element functions:Other,,,
532670,NP_987597.1,45358040.0,550,474264,474016,-,MMP0477,MMP0477,hypothetical protein (NCBI),,,,,,,,
532671,NP_987598.1,45358041.0,550,474790,474413,-,MMP0478,MMP0478,conserved hypothetical protein (NCBI),,,,,,,,
532672,NP_987599.1,45358042.0,550,475787,475377,-,MMP0479,MMP0479,hypothetical protein (NCBI),,,,,,,,
532673,NP_987600.1,45358043.0,550,475968,476249,+,MMP0480,MMP0480,conserved hypothetical protein (NCBI),COG1733,K,Predicted transcriptional regulators,,,"GO:0006367,GO:0005673,GO:0003702",,
532674,NP_987601.1,45358044.0,550,478203,476251,-,MMP0481,MMP0481,conserved hypothetical protein (NCBI),,,,,,,,
532675,NP_987602.1,45358045.0,550,478954,478571,-,MMP0482,MMP0482,conserved hypothetical protein (NCBI),,,,,,,,
532676,NP_987603.1,45358046.0,550,479240,478947,-,MMP0483,MMP0483,conserved hypothetical protein (NCBI),,,,,,,,
532677,NP_987604.1,45358047.0,550,481216,479516,-,MMP0484,MMP0484,possible sodium/proton antiporter (NCBI),COG475,P,"Kef-type K+ transport systems, membrane components",,,"GO:0006813,GO:0006885,GO:0016021,GO:0015299",,
532678,NP_987605.1,45358048.0,550,481669,482484,+,MMP0485,MMP0485,Conserved Hypothetical Protein (NCBI),,,,,,,,
532679,NP_987606.1,45358049.0,550,482858,483295,+,MMP0486,MMP0486,conserved hypothetical protein (NCBI),COG1917,S,"Uncharacterized conserved protein, contains double-stranded beta-helix domain",,,,,
532680,NP_987607.1,45358050.0,550,483526,485715,+,MMP0487,MMP0487,Hypothetical protein (NCBI),COG840,NT,Methyl-accepting chemotaxis protein,,,"GO:0016192,GO:0006935,GO:0007165,GO:0016020,GO:0004871,GO:0005515",,
532681,NP_987608.1,45358051.0,550,486212,485802,-,MMP0488,MMP0488,Low molecular weight phosphotyrosine protein phosphatase (NCBI),COG394,T,Protein-tyrosine-phosphatase,,,"GO:0006470,GO:0004725",,
532682,NP_987609.1,45358052.0,550,486886,486425,-,MMP0489,MMP0489,conserved hypothetical protein (NCBI),COG4273,S,Uncharacterized conserved protein,,,,,
532683,NP_987610.1,45358053.0,550,487527,487189,-,MMP0490,MMP0490,conserved hypothetical protein (NCBI),COG4744,S,Uncharacterized conserved protein,,,,,
532684,NP_987611.1,45358054.0,550,488162,487521,-,MMP0491,MMP0491,MotA/TolQ/ExbB proton channel (NCBI),COG811,U,Biopolymer transport proteins,,,"GO:0006810,GO:0016020,GO:0008565",,
532685,NP_987612.1,45358055.0,550,488881,488162,-,MMP0492,MMP0492,conserved hypothetical protein (NCBI),COG4827,R,Predicted transporter,,,,,
532686,NP_987613.2,161621700.0,550,493634,489237,-,MMP0493,cobN,cobaltochelatase (RefSeq),COG1429,H,Cobalamin biosynthesis protein CobN and related Mg-chelatases,,,"GO:0009058,GO:0051116",,
532687,NP_987614.1,45358057.0,550,498303,496024,-,MMP0494,MMP0494,distinct helicase family member with a unique C-terminal domain including a metal-binding cysteine cluster (NCBI),COG1205,R,Distinct helicase family with a unique C-terminal domain including a metal-binding cysteine cluster,,,"GO:0003676,GO:0003677,GO:0005524,GO:0008026",,
532688,NP_987615.1,45358058.0,550,499391,498297,-,MMP0495,MMP0495,conserved hypothetical protein (NCBI),COG3359,L,Predicted exonuclease,,,GO:0003676,,
532689,NP_987616.1,45358059.0,550,499642,501126,+,MMP0496,MMP0496,Glutamate synthase subunit-related (NCBI),COG69,E,Glutamate synthase domain 2,,,"GO:0006118,GO:0006537,GO:0009342,GO:0004355,GO:0016040,GO:0046872,GO:0009055","1.4.1.13,1.4.1.14","Glutamate synthase (NADPH).,Glutamate synthase (NADH)."
532690,NP_987617.1,45358060.0,550,501839,501162,-,MMP0497,MMP0497,Hypothetical (NCBI),COG500,QR,SAM-dependent methyltransferases,,,"GO:0006479,GO:0008152,GO:0005737,GO:0008276,GO:0008168",,
532691,NP_987618.1,45358061.0,550,502095,502658,+,MMP0498,MMP0498,"putative uncharacterized membrane protein, ortholog YYAS B.subtilis (NCBI)",COG2364,S,Predicted membrane protein,,,,,
532692,NP_987619.1,45358062.0,550,503530,502790,-,MMP0499,MMP0499,conserved hypothetical protein (NCBI),,,,,,"GO:0006355,GO:0005622,GO:0003700",,
532693,NP_987620.1,45358063.0,550,503825,504376,+,MMP0500,MMP0500,Iron-sulfur flavoprotein-related (NCBI),COG655,R,Multimeric flavodoxin WrbA,,,"GO:0016491,GO:0050662",,
532694,NP_987621.1,45358064.0,550,506024,504522,-,MMP0501,MMP0501,hypothetical protein (NCBI),,,,,,,,
532695,NP_987622.1,45358065.0,550,506485,507573,+,MMP0502,MMP0502,hypothetical protein (NCBI),,,,,,,,
532696,NP_987623.1,45358066.0,550,507985,508290,+,MMP0503,MMP0503,hypothetical protein (NCBI),,,,,,,,
532697,NP_987624.1,45358067.0,550,509377,508346,-,MMP0504,modC,Molybdenum transport ATP-binding protein modC (NCBI),COG3842,E,"ABC-type spermidine/putrescine transport systems, ATPase components",,,"GO:0006810,GO:0043190,GO:0005215,GO:0016887,GO:0005524,GO:0016820",,
532698,NP_987625.1,45358068.0,550,510107,509394,-,MMP0505,MMP0505,conserved hypothetical protein (NCBI),,,,,,,,
532699,NP_987626.1,45358069.0,550,510894,510094,-,MMP0506,modB,"molybdenum transport system permease protein, modB RELATED (NCBI)",COG555,O,"ABC-type sulfate transport system, permease component","TIGR01581 NifC-like ABC-type porter,TIGR02141 molybdate ABC transporter, permease protein [modB]",Transport and binding proteins:Anions,"GO:0015689,GO:0016021,GO:0015098",,
532700,NP_987627.1,45358070.0,550,511690,510908,-,MMP0507,modA,molybdate-binding periplasmic protein; permease RELATED (NCBI),COG725,P,"ABC-type molybdate transport system, periplasmic component","TIGR01256 molybdate ABC transporter, periplasmic molybdate-binding protein [modA]",Transport and binding proteins:Anions,"GO:0015689,GO:0030288,GO:0015412",,
532701,NP_987628.1,45358071.0,550,512277,512852,+,MMP0508,fmdE,"molybdenum containing formylmethanofuran dehydrogenase, subunit E (NCBI)",COG2191,C,Formylmethanofuran dehydrogenase subunit E,,,"GO:0008270,GO:0018493",1.2.99.5,Formylmethanofuran dehydrogenase.
532702,NP_987629.1,45358072.0,550,512896,514647,+,MMP0509,fmdA,"formylmethanofuran dehydrogenase, subunit A (NCBI)",COG1229,C,Formylmethanofuran dehydrogenase subunit A,TIGR03121 formylmethanofuran dehydrogenase subunit A,,"GO:0016810,GO:0018493",1.2.99.5,Formylmethanofuran dehydrogenase.
532703,NP_987630.1,45358073.0,550,514657,515904,+,MMP0510,fmdC,molybdenum containing formylmethanofuran dehydrogenase subunit C (NCBI),COG2218,C,Formylmethanofuran dehydrogenase subunit C,TIGR03122 formylmethanofuran dehydrogenase subunit C,,"GO:0015948,GO:0018493,GO:0030151",1.2.99.5,Formylmethanofuran dehydrogenase.
532704,NP_987631.1,45358074.0,550,515910,517241,+,MMP0511,fmdB,"molybdenum containing formylmethanofuran dehydrogenase, subunit B (NCBI)",COG1029,C,Formylmethanofuran dehydrogenase subunit B,TIGR03129 formylmethanofuran dehydrogenase subunit B,,,,
532705,NP_987632.1,45358075.0,550,517360,518697,+,MMP0512,fmdB,"molybdenum containing formylmethanofuran dehydrogenase, subunit B (NCBI)",COG1029,C,Formylmethanofuran dehydrogenase subunit B,TIGR03129 formylmethanofuran dehydrogenase subunit B,,,,
532706,NP_987633.1,45358076.0,550,519895,518774,-,MMP0513,MoeA,molybdopterin biosynthesis moeA protein (NCBI),COG303,H,Molybdopterin biosynthesis enzyme,TIGR00177 molybdenum cofactor synthesis domain,,GO:0006777,,
532707,NP_987634.1,45358077.0,550,520134,520910,+,MMP0514,modA,"Molybdenum ABC transporter, periplasmic molybdenum-binding protein (NCBI)",COG725,P,"ABC-type molybdate transport system, periplasmic component","TIGR01256 molybdate ABC transporter, periplasmic molybdate-binding protein [modA]",Transport and binding proteins:Anions,"GO:0015689,GO:0030288,GO:0015412",,
532708,NP_987635.1,45358078.0,550,520921,521586,+,MMP0515,modB,"Molybdenum ABC transporter, permease protein (NCBI)",COG4149,P,"ABC-type molybdate transport system, permease component","TIGR02141 molybdate ABC transporter, permease protein [modB]",Transport and binding proteins:Anions,"GO:0015689,GO:0016021,GO:0015098",,
532709,NP_987636.1,45358079.0,550,521710,522561,+,MMP0516,modD,molybdate transporter subunit (NCBI),COG157,H,Nicotinate-nucleotide pyrophosphorylase,TIGR01334 modD protein [modD],Unknown function:General,"GO:0009435,GO:0004514",,
532710,NP_987637.1,45358080.0,550,523119,522589,-,MMP0517,MMP0517,conserved hypothetical protein (NCBI),COG491,R,"Zn-dependent hydrolases, including glyoxylases",,,GO:0016787,,
532711,NP_987638.1,45358081.0,550,523469,523200,-,MMP0518,MMP0518,hypothetical protein (NCBI),,,,,,,,
532712,NP_987639.1,45358082.0,550,523943,523566,-,MMP0519,MMP0519,conserved hypothetical protein (NCBI),,,,,,,,
532713,NP_987640.1,45358083.0,550,526463,523959,-,MMP0520,MMP0520,cation transport ATPase (NCBI),COG474,P,Cation transport ATPase,"TIGR01494 HAD ATPase, P-type, family IC,TIGR01494 HAD ATPase, P-type, family IC",,"GO:0008152,GO:0015992,GO:0016020,GO:0005524,GO:0015662","3.6.1.-,3.6.3.-",","
532714,NP_987641.1,45358084.0,550,527812,526565,-,MMP0521,MMP0521,"ABC transporter, permease protein (NCBI)",COG577,V,"ABC-type antimicrobial peptide transport system, permease component",,,GO:0016020,,
532715,NP_987642.1,45358085.0,550,529162,527825,-,MMP0522,MMP0522,conserved hypothetical protein (NCBI),COG1361,M,S-layer domain,,,GO:0030246,,
532716,NP_987643.1,45358086.0,550,529850,529146,-,MMP0523,MMP0523,ABC transporter ATP-binding protein (NCBI),COG1136,V,"ABC-type antimicrobial peptide transport system, ATPase component",,,"GO:0005524,GO:0016887",,
532717,NP_987644.1,45358087.0,550,530629,530045,-,MMP0524,MMP0524,"possible (U93872) ORF 73, contains large complex repeat CR 73 [Human herpesvirus 8] (NCBI)",,,,,,,,
532718,NP_987645.1,45358088.0,550,531122,530661,-,MMP0525,MMP0525,,,,,,,,,
532719,NP_987646.1,45358089.0,550,531626,532351,+,MMP0526,MMP0526,hypothetical protein (NCBI),,,,,,,,
532720,NP_987647.1,45358090.0,550,532365,532985,+,MMP0527,MMP0527,conserved hypothetical archaeal protein (NCBI),,,,,,,,
532721,NP_987648.1,45358091.0,550,533208,532987,-,MMP0528,MMP0528,hypothetical protein (NCBI),,,,,,,,
532722,NP_987649.1,45358092.0,550,535291,533633,-,MMP0529,MMP0529,sulfate transporter family (NCBI),COG659,P,Sulfate permease and related transporters (MFS superfamily),TIGR00815 sulfate permease [sulP],Transport and binding proteins:Anions,"GO:0008272,GO:0016021,GO:0008271",,
532723,NP_987650.1,45358093.0,550,535522,536139,+,MMP0530,MMP0530,hypothetical protein (NCBI),,,,,,GO:0016779,,
532724,NP_987651.1,45358094.0,550,536126,536635,+,MMP0531,MMP0531,hypothetical (NCBI),,,,,,,,
532725,NP_987652.1,45358095.0,550,536793,538262,+,MMP0532,MMP0532,conserved hypothetical protein (NCBI),,,,,,,,
532726,NP_987653.1,45358096.0,550,538383,538952,+,MMP0533,MMP0533,Conserved hypothetical Archael protein (NCBI),,,,,,,,
532727,NP_987654.1,45358097.0,550,540276,539194,-,MMP0534,MMP0534,conserved hypothetical protein (NCBI),COG668,M,Small-conductance mechanosensitive channel,,,GO:0016020,,
532728,NP_987655.1,45358098.0,550,540915,540277,-,MMP0535,MMP0535,conserved hypothetical archaeal protein (NCBI),COG2430,S,Uncharacterized conserved protein,,,,,
532729,NP_987656.1,45358099.0,550,541477,541064,-,MMP0536,MMP0536,conserved hypothetical protein (NCBI),COG5561,S,Predicted metal-binding protein,,,,,
532730,NP_987657.1,45358100.0,550,542571,541501,-,MMP0537,nth1,endonuclease III homologue (NCBI),COG1194,L,A/G-specific DNA glycosylase,,,"GO:0006284,GO:0005622,GO:0003906,GO:0004519",4.2.99.18,DNA-(apurinic or apyrimidinic site) lyase.
532731,NP_987658.1,45358101.0,550,542666,543277,+,MMP0538,MMP0538,hypothetical protein (NCBI),,,,,,,,
532732,NP_987659.1,45358102.0,550,543913,544905,+,MMP0539,leuB,3-isopropylmalate dehydrogenase (NCBI),COG473,CE,Isocitrate/isopropylmalate dehydrogenase,TIGR02088 isopropylmalate/isohomocitrate dehydrogenases,,"GO:0009098,GO:0003862,GO:0051287",1.1.1.85,3-isopropylmalate dehydrogenase.
532733,NP_987660.1,45358103.0,550,545004,545744,+,MMP0540,purC,Phosphoribosylaminoimidazole-succinocarboxamidesynthase (NCBI),COG152,F,Phosphoribosylaminoimidazolesuccinocarboxamide (SAICAR) synthase,TIGR00081 phosphoribosylaminoimidazolesuccinocarboxamide synthase [purC],"Purines, pyrimidines, nucleosides, and nucleotides:Purine ribonucleotide biosynthesis","GO:0006164,GO:0005524,GO:0004639",6.3.2.6,Phosphoribosylaminoimidazolesuccinocarboxamide synthase.
532734,NP_987661.1,45358104.0,550,545781,546422,+,MMP0541,serB,Phosphoserine phosphatase (NCBI),COG560,E,Phosphoserine phosphatase,"TIGR00338 phosphoserine phosphatase SerB [serB],TIGR01488 HAD phosphoserine phosphatase-like hydrolase, family IB",Amino acid biosynthesis:Serine family,"GO:0006564,GO:0004647",3.1.3.3,Phosphoserine phosphatase.
532735,NP_987662.1,45358105.0,550,546521,547150,+,MMP0542,MMP0542,Hypothetical protein (NCBI),COG1340,S,Uncharacterized archaeal coiled-coil protein,,,,,
532736,NP_987663.1,45358106.0,550,547184,547699,+,MMP0543,MMP0543,conserved hypothetical protein (NCBI),COG3161,H,4-hydroxybenzoate synthetase (chorismate lyase),,,,,
532737,NP_987664.1,45358107.0,550,547714,548724,+,MMP0544,MMP0544,MoaA/nifB/pqqE family (NCBI),COG1180,O,Pyruvate-formate lyase-activating enzyme,,,"GO:0008152,GO:0043365,GO:0051536",1.97.1.4,[Formate-C-acetyltransferase]-activating enzyme.
532738,NP_987665.1,45358108.0,550,548751,550601,+,MMP0545,MMP0545,"Molybdenum cofactor biosynthesis protein:MoeA N-terminal region, domain I and II:MoeA C-terminal, domain IV (NCBI)",COG303,H,Molybdopterin biosynthesis enzyme,TIGR00177 molybdenum cofactor synthesis domain,,GO:0006777,,
532739,NP_987666.1,45358109.0,550,550818,551429,+,MMP0546,MMP0546,Protein of unknown function DUF51 (NCBI),COG2078,S,Uncharacterized conserved protein,"TIGR00296 uncharacterized protein, PH0010 family",Unknown function:General,,,
532740,NP_987667.1,45358110.0,550,551491,552786,+,MMP0547,MMP0547,RecJ related protein (NCBI),COG608,L,Single-stranded DNA-specific exonuclease,,,"GO:0003676,GO:0016787,GO:0030145",,
532741,NP_987668.1,45358111.0,550,552862,553434,+,MMP0548,hisB,Imidazoleglycerol-phosphate dehydratase (NCBI),COG131,E,Imidazoleglycerol-phosphate dehydratase,,,"GO:0000105,GO:0004424",4.2.1.19,Imidazoleglycerol-phosphate dehydratase.
532742,NP_987669.1,45358112.0,550,553444,553992,+,MMP0549,MMP0549,conserved hypothetical protein (NCBI),COG5418,S,Predicted secreted protein,,,,,
532743,NP_987670.1,45358113.0,550,554163,554957,+,MMP0550,MMP0550,"similar to ABC-type amino acid transport system, periplasmic component (NCBI)",COG834,ET,"ABC-type amino acid transport/signal transduction systems, periplasmic component/domain",,,"GO:0006810,GO:0030288,GO:0005215",,
532744,NP_987671.1,45358114.0,550,554992,555651,+,MMP0551,MMP0551,Binding-protein-dependent transport systems inner membrane component (NCBI),COG765,E,"ABC-type amino acid transport system, permease component","TIGR01726 amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family","Transport and binding proteins:Amino acids, peptides and amines","GO:0006810,GO:0009276,GO:0016021,GO:0005215",,
532745,NP_987672.1,45358115.0,550,555729,556619,+,MMP0552,MMP0552,conserved hypothetical protein (NCBI),COG2962,R,Predicted permeases,,,GO:0016020,,
532746,NP_987673.1,45358116.0,550,557555,556641,-,MMP0553,argF,Ornithine carbamoyltransferase (NCBI),COG78,E,Ornithine carbamoyltransferase,TIGR00658 ornithine carbamoyltransferase [argF],Amino acid biosynthesis:Glutamate family,"GO:0006520,GO:0009348,GO:0004585,GO:0016597",2.1.3.3,Ornithine carbamoyltransferase.
532747,NP_987674.1,45358117.0,550,557679,558281,+,MMP0554,MMP0554,SAM (and some other nucleotide) binding motif (NCBI),COG2813,J,16S RNA G1207 methylase RsmC,,,GO:0008168,,
532748,NP_987675.1,45358118.0,550,558325,559017,+,MMP0555,flaK,Preflagellin peptidase (NCBI),,,,,,"GO:0016020,GO:0004190",,
532749,NP_987676.1,45358119.0,550,559856,559014,-,MMP0556,MMP0556,conserved hypothetical protein (NCBI),COG1831,R,Predicted metal-dependent hydrolase (urease superfamily),,,,,
532750,NP_987677.1,45358120.0,550,560271,559858,-,MMP0557,MMP0557,conserved hypothetical archaeal protein (NCBI),COG1255,S,Uncharacterized protein conserved in archaea,,,,,
532751,NP_987678.1,45358121.0,550,560577,560281,-,MMP0558,MMP0558,hypothetical protein (NCBI),,,,,,,,
